CBSA,City,County,State
41700,"San Antonio-New Braunfels, TX",Kendall County,Texas
41700,"San Antonio-New Braunfels, TX",Medina County,Texas
41700,"San Antonio-New Braunfels, TX",Wilson County,Texas
41740,"San Diego-Carlsbad-San Marcos, CA",San Diego County,California
41780,"Sandusky, OH",Erie County,Ohio
41820,"Sanford, NC",Lee County,North Carolina
41860,"San Francisco-Oakland-Fremont, CA",Alameda County,California
41860,"San Francisco-Oakland-Fremont, CA",Contra Costa County,California
41860,"San Francisco-Oakland-Fremont, CA",Marin County,California
41860,"San Francisco-Oakland-Fremont, CA",San Francisco County,California
41860,"San Francisco-Oakland-Fremont, CA",San Mateo County,California
41900,"San Germán-Cabo Rojo, PR",Cabo Rojo Municipio,Puerto Rico
41900,"San Germán-Cabo Rojo, PR",Lajas Municipio,Puerto Rico
41900,"San Germán-Cabo Rojo, PR",Sabana Grande Municipio,Puerto Rico
41900,"San Germán-Cabo Rojo, PR",San Germán Municipio,Puerto Rico
41940,"San Jose-Sunnyvale-Santa Clara, CA",San Benito County,California
41940,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,California
41980,"San Juan-Caguas-Guaynabo, PR",Aguas Buenas Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Aibonito Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Arecibo Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Barceloneta Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Barranquitas Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Bayamón Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Caguas Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Camuy Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Canóvanas Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Carolina Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Cataño Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Cayey Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Ciales Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Cidra Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Comerío Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Corozal Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Dorado Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Florida Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Guaynabo Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Gurabo Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Hatillo Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Humacao Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Juncos Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Las Piedras Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Loíza Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Manatí Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Maunabo Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Morovis Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Naguabo Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Naranjito Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Orocovis Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Quebradillas Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Río Grande Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",San Juan Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",San Lorenzo Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Toa Alta Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Toa Baja Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Trujillo Alto Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Vega Alta Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Vega Baja Municipio,Puerto Rico
41980,"San Juan-Caguas-Guaynabo, PR",Yabucoa Municipio,Puerto Rico
42020,"San Luis Obispo-Paso Robles, CA",San Luis Obispo County,California
42060,"Santa Barbara-Santa Maria-Goleta, CA",Santa Barbara County,California
42100,"Santa Cruz-Watsonville, CA",Santa Cruz County,California
42140,"Santa Fe, NM",Santa Fe County,New Mexico
42180,"Santa Isabel, PR",Santa Isabel Municipio,Puerto Rico
42220,"Santa Rosa-Petaluma, CA",Sonoma County,California
42300,"Sault Ste. Marie, MI",Chippewa County,Michigan
42340,"Savannah, GA",Bryan County,Georgia
42340,"Savannah, GA",Chatham County,Georgia
42340,"Savannah, GA",Effingham County,Georgia
42380,"Sayre, PA",Bradford County,Pennsylvania
42420,"Scottsbluff, NE",Banner County,Nebraska
42420,"Scottsbluff, NE",Scotts Bluff County,Nebraska
42460,"Scottsboro, AL",Jackson County,Alabama
42500,"Scottsburg, IN",Scott County,Indiana
42540,"Scranton--Wilkes-Barre, PA",Lackawanna County,Pennsylvania
42540,"Scranton--Wilkes-Barre, PA",Luzerne County,Pennsylvania
42540,"Scranton--Wilkes-Barre, PA",Wyoming County,Pennsylvania
42580,"Seaford, DE",Sussex County,Delaware
42620,"Searcy, AR",White County,Arkansas
42660,"Seattle-Tacoma-Bellevue, WA",King County,Washington
42660,"Seattle-Tacoma-Bellevue, WA",Pierce County,Washington
42660,"Seattle-Tacoma-Bellevue, WA",Snohomish County,Washington
42680,"Sebastian-Vero Beach, FL",Indian River County,Florida
42700,"Sebring, FL",Highlands County,Florida
42740,"Sedalia, MO",Pettis County,Missouri
42780,"Selinsgrove, PA",Snyder County,Pennsylvania
42820,"Selma, AL",Dallas County,Alabama
42860,"Seneca, SC",Oconee County,South Carolina
42900,"Seneca Falls, NY",Seneca County,New York
42940,"Sevierville, TN",Sevier County,Tennessee
42980,"Seymour, IN",Jackson County,Indiana
43060,"Shawnee, OK",Pottawatomie County,Oklahoma
43100,"Sheboygan, WI",Sheboygan County,Wisconsin
43140,"Shelby, NC",Cleveland County,North Carolina
43180,"Shelbyville, TN",Bedford County,Tennessee
43220,"Shelton, WA",Mason County,Washington
43260,"Sheridan, WY",Sheridan County,Wyoming
43300,"Sherman-Denison, TX",Grayson County,Texas
43320,"Show Low, AZ",Navajo County,Arizona
43340,"Shreveport-Bossier City, LA",Bossier Parish,Louisiana
43340,"Shreveport-Bossier City, LA",Caddo Parish,Louisiana
43340,"Shreveport-Bossier City, LA",De Soto Parish,Louisiana
43380,"Sidney, OH",Shelby County,Ohio
43420,"Sierra Vista-Douglas, AZ",Cochise County,Arizona
43460,"Sikeston, MO",Scott County,Missouri
43500,"Silver City, NM",Grant County,New Mexico
43540,"Silverthorne, CO",Summit County,Colorado
43580,"Sioux City, IA-NE-SD",Woodbury County,Iowa
43580,"Sioux City, IA-NE-SD",Dakota County,Nebraska
43580,"Sioux City, IA-NE-SD",Dixon County,Nebraska
43580,"Sioux City, IA-NE-SD",Union County,South Dakota
43620,"Sioux Falls, SD",Lincoln County,South Dakota
43620,"Sioux Falls, SD",McCook County,South Dakota
43620,"Sioux Falls, SD",Minnehaha County,South Dakota
43620,"Sioux Falls, SD",Turner County,South Dakota
43660,"Snyder, TX",Scurry County,Texas
43700,"Somerset, KY",Pulaski County,Kentucky
43740,"Somerset, PA",Somerset County,Pennsylvania
43780,"South Bend-Mishawaka, IN-MI",St. Joseph County,Indiana
43780,"South Bend-Mishawaka, IN-MI",Cass County,Michigan
43860,"Southern Pines-Pinehurst, NC",Moore County,North Carolina
43900,"Spartanburg, SC",Spartanburg County,South Carolina
43940,"Spearfish, SD",Lawrence County,South Dakota
43980,"Spencer, IA",Clay County,Iowa
44020,"Spirit Lake, IA",Dickinson County,Iowa
44060,"Spokane, WA",Spokane County,Washington
44100,"Springfield, IL",Menard County,Illinois
44100,"Springfield, IL",Sangamon County,Illinois
44140,"Springfield, MA",Franklin County,Massachusetts
44140,"Springfield, MA",Hampden County,Massachusetts
44140,"Springfield, MA",Hampshire County,Massachusetts
44180,"Springfield, MO",Christian County,Missouri
44180,"Springfield, MO",Dallas County,Missouri
44180,"Springfield, MO",Greene County,Missouri
44180,"Springfield, MO",Polk County,Missouri
44180,"Springfield, MO",Webster County,Missouri
44220,"Springfield, OH",Clark County,Ohio
44260,"Starkville, MS",Oktibbeha County,Mississippi
44300,"State College, PA",Centre County,Pennsylvania
44340,"Statesboro, GA",Bulloch County,Georgia
44380,"Statesville-Mooresville, NC",Iredell County,North Carolina
44420,"Staunton-Waynesboro, VA",Augusta County,Virginia
44420,"Staunton-Waynesboro, VA",Staunton city,Virginia
44420,"Staunton-Waynesboro, VA",Waynesboro city,Virginia
44500,"Stephenville, TX",Erath County,Texas
44540,"Sterling, CO",Logan County,Colorado
44580,"Sterling, IL",Whiteside County,Illinois
44600,"Steubenville-Weirton, OH-WV",Jefferson County,Ohio
44600,"Steubenville-Weirton, OH-WV",Brooke County,West Virginia
44600,"Steubenville-Weirton, OH-WV",Hancock County,West Virginia
44620,"Stevens Point, WI",Portage County,Wisconsin
44660,"Stillwater, OK",Payne County,Oklahoma
44700,"Stockton, CA",San Joaquin County,California
44740,"Storm Lake, IA",Buena Vista County,Iowa
44780,"Sturgis, MI",St. Joseph County,Michigan
44860,"Sulphur Springs, TX",Hopkins County,Texas
44900,"Summerville, GA",Chattooga County,Georgia
44940,"Sumter, SC",Sumter County,South Carolina
44980,"Sunbury, PA",Northumberland County,Pennsylvania
45000,"Susanville, CA",Lassen County,California
45020,"Sweetwater, TX",Nolan County,Texas
45060,"Syracuse, NY",Madison County,New York
45060,"Syracuse, NY",Onondaga County,New York
45060,"Syracuse, NY",Oswego County,New York
45140,"Tahlequah, OK",Cherokee County,Oklahoma
45180,"Talladega-Sylacauga, AL",Talladega County,Alabama
45220,"Tallahassee, FL",Gadsden County,Florida
45220,"Tallahassee, FL",Jefferson County,Florida
45220,"Tallahassee, FL",Leon County,Florida
45220,"Tallahassee, FL",Wakulla County,Florida
45260,"Tallulah, LA",Madison Parish,Louisiana
45300,"Tampa-St. Petersburg-Clearwater, FL",Hernando County,Florida
45300,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,Florida
45300,"Tampa-St. Petersburg-Clearwater, FL",Pasco County,Florida
45300,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,Florida
45340,"Taos, NM",Taos County,New Mexico
45380,"Taylorville, IL",Christian County,Illinois
45460,"Terre Haute, IN",Clay County,Indiana
45460,"Terre Haute, IN",Sullivan County,Indiana
45460,"Terre Haute, IN",Vermillion County,Indiana
45460,"Terre Haute, IN",Vigo County,Indiana
45500,"Texarkana, TX-Texarkana, AR",Miller County,Arkansas
45500,"Texarkana, TX-Texarkana, AR",Bowie County,Texas
45520,"The Dalles, OR",Wasco County,Oregon
45540,"The Villages, FL",Sumter County,Florida
45580,"Thomaston, GA",Upson County,Georgia
45620,"Thomasville, GA",Thomas County,Georgia
45640,"Thomasville-Lexington, NC",Davidson County,North Carolina
45660,"Tiffin, OH",Seneca County,Ohio
45700,"Tifton, GA",Tift County,Georgia
45740,"Toccoa, GA",Stephens County,Georgia
45780,"Toledo, OH",Fulton County,Ohio
45780,"Toledo, OH",Lucas County,Ohio
45780,"Toledo, OH",Ottawa County,Ohio
45780,"Toledo, OH",Wood County,Ohio
45820,"Topeka, KS",Jackson County,Kansas
45820,"Topeka, KS",Jefferson County,Kansas
45820,"Topeka, KS",Osage County,Kansas
45820,"Topeka, KS",Shawnee County,Kansas
45820,"Topeka, KS",Wabaunsee County,Kansas
45860,"Torrington, CT",Litchfield County,Connecticut
45900,"Traverse City, MI",Benzie County,Michigan
45900,"Traverse City, MI",Grand Traverse County,Michigan
45900,"Traverse City, MI",Kalkaska County,Michigan
45900,"Traverse City, MI",Leelanau County,Michigan
45940,"Trenton-Ewing, NJ",Mercer County,New Jersey
45980,"Troy, AL",Pike County,Alabama
46020,"Truckee-Grass Valley, CA",Nevada County,California
46060,"Tucson, AZ",Pima County,Arizona
46100,"Tullahoma, TN",Coffee County,Tennessee
46100,"Tullahoma, TN",Franklin County,Tennessee
46100,"Tullahoma, TN",Moore County,Tennessee
46140,"Tulsa, OK",Creek County,Oklahoma
46140,"Tulsa, OK",Okmulgee County,Oklahoma
46140,"Tulsa, OK",Osage County,Oklahoma
46140,"Tulsa, OK",Pawnee County,Oklahoma
46140,"Tulsa, OK",Rogers County,Oklahoma
46140,"Tulsa, OK",Tulsa County,Oklahoma
46140,"Tulsa, OK",Wagoner County,Oklahoma
46180,"Tupelo, MS",Itawamba County,Mississippi
46180,"Tupelo, MS",Lee County,Mississippi
46180,"Tupelo, MS",Pontotoc County,Mississippi
46220,"Tuscaloosa, AL",Greene County,Alabama
46220,"Tuscaloosa, AL",Hale County,Alabama
46220,"Tuscaloosa, AL",Tuscaloosa County,Alabama
46260,"Tuskegee, AL",Macon County,Alabama
46300,"Twin Falls, ID",Jerome County,Idaho
46300,"Twin Falls, ID",Twin Falls County,Idaho
46340,"Tyler, TX",Smith County,Texas
46380,"Ukiah, CA",Mendocino County,California
46420,"Union, SC",Union County,South Carolina
46460,"Union City, TN-KY",Fulton County,Kentucky
46460,"Union City, TN-KY",Obion County,Tennessee
46500,"Urbana, OH",Champaign County,Ohio
46540,"Utica-Rome, NY",Herkimer County,New York
46540,"Utica-Rome, NY",Oneida County,New York
46580,"Utuado, PR",Utuado Municipio,Puerto Rico
46620,"Uvalde, TX",Uvalde County,Texas
46660,"Valdosta, GA",Brooks County,Georgia
46660,"Valdosta, GA",Echols County,Georgia
46660,"Valdosta, GA",Lanier County,Georgia
46660,"Valdosta, GA",Lowndes County,Georgia
46700,"Vallejo-Fairfield, CA",Solano County,California
46740,"Valley, AL",Chambers County,Alabama
46780,"Van Wert, OH",Van Wert County,Ohio
46820,"Vermillion, SD",Clay County,South Dakota
46860,"Vernal, UT",Uintah County,Utah
46900,"Vernon, TX",Wilbarger County,Texas
46980,"Vicksburg, MS",Warren County,Mississippi
47020,"Victoria, TX",Calhoun County,Texas
47020,"Victoria, TX",Goliad County,Texas
47020,"Victoria, TX",Victoria County,Texas
47080,"Vidalia, GA",Montgomery County,Georgia
47080,"Vidalia, GA",Toombs County,Georgia
47180,"Vincennes, IN",Knox County,Indiana
47220,"Vineland-Millville-Bridgeton, NJ",Cumberland County,New Jersey
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,North Carolina
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Gloucester County,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Isle of Wight County,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",James City County,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Mathews County,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Surry County,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",York County,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Hampton city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Poquoson city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Portsmouth city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Suffolk city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach city,Virginia
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Williamsburg city,Virginia
47300,"Visalia-Porterville, CA",Tulare County,California
47340,"Wabash, IN",Wabash County,Indiana
47380,"Waco, TX",McLennan County,Texas
47420,"Wahpeton, ND-MN",Wilkin County,Minnesota
47420,"Wahpeton, ND-MN",Richland County,North Dakota
47460,"Walla Walla, WA",Walla Walla County,Washington
47500,"Walterboro, SC",Colleton County,South Carolina
47540,"Wapakoneta, OH",Auglaize County,Ohio
47580,"Warner Robins, GA",Houston County,Georgia
47620,"Warren, PA",Warren County,Pennsylvania
47660,"Warrensburg, MO",Johnson County,Missouri
47700,"Warsaw, IN",Kosciusko County,Indiana
47780,"Washington, IN",Daviess County,Indiana
47820,"Washington, NC",Beaufort County,North Carolina
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",District of Columbia,District of Columbia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Calvert County,Maryland
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Charles County,Maryland
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Frederick County,Maryland
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,Maryland
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince George's County,Maryland
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Clarke County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fauquier County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Loudoun County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Spotsylvania County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Warren County,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Alexandria city,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax city,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Falls Church city,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fredericksburg city,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas city,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Manassas Park city,Virginia
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Jefferson County,West Virginia
47920,"Washington Court House, OH",Fayette County,Ohio
47940,"Waterloo-Cedar Falls, IA",Black Hawk County,Iowa
47940,"Waterloo-Cedar Falls, IA",Bremer County,Iowa
47940,"Waterloo-Cedar Falls, IA",Grundy County,Iowa
47980,"Watertown, SD",Codington County,South Dakota
47980,"Watertown, SD",Hamlin County,South Dakota
48020,"Watertown-Fort Atkinson, WI",Jefferson County,Wisconsin
48060,"Watertown-Fort Drum, NY",Jefferson County,New York
48100,"Wauchula, FL",Hardee County,Florida
48140,"Wausau, WI",Marathon County,Wisconsin
48180,"Waycross, GA",Pierce County,Georgia
48180,"Waycross, GA",Ware County,Georgia
48220,"Weatherford, OK",Custer County,Oklahoma
48300,"Wenatchee-East Wenatchee, WA",Chelan County,Washington
48300,"Wenatchee-East Wenatchee, WA",Douglas County,Washington
48460,"West Plains, MO",Howell County,Missouri
48500,"West Point, MS",Clay County,Mississippi
48540,"Wheeling, WV-OH",Belmont County,Ohio
48540,"Wheeling, WV-OH",Marshall County,West Virginia
48540,"Wheeling, WV-OH",Ohio County,West Virginia
48580,"Whitewater, WI",Walworth County,Wisconsin
48620,"Wichita, KS",Butler County,Kansas
48620,"Wichita, KS",Harvey County,Kansas
48620,"Wichita, KS",Sedgwick County,Kansas
48620,"Wichita, KS",Sumner County,Kansas
48660,"Wichita Falls, TX",Archer County,Texas
48660,"Wichita Falls, TX",Clay County,Texas
48660,"Wichita Falls, TX",Wichita County,Texas
48700,"Williamsport, PA",Lycoming County,Pennsylvania
48740,"Willimantic, CT",Windham County,Connecticut
48780,"Williston, ND",Williams County,North Dakota
48820,"Willmar, MN",Kandiyohi County,Minnesota
48900,"Wilmington, NC",Brunswick County,North Carolina
48900,"Wilmington, NC",New Hanover County,North Carolina
48900,"Wilmington, NC",Pender County,North Carolina
48940,"Wilmington, OH",Clinton County,Ohio
48980,"Wilson, NC",Wilson County,North Carolina
49020,"Winchester, VA-WV",Frederick County,Virginia
49020,"Winchester, VA-WV",Winchester city,Virginia
49020,"Winchester, VA-WV",Hampshire County,West Virginia
49060,"Winfield, KS",Cowley County,Kansas
49100,"Winona, MN",Winona County,Minnesota
49180,"Winston-Salem, NC",Davie County,North Carolina
49180,"Winston-Salem, NC",Forsyth County,North Carolina
49180,"Winston-Salem, NC",Stokes County,North Carolina
49180,"Winston-Salem, NC",Yadkin County,North Carolina
49260,"Woodward, OK",Woodward County,Oklahoma
49300,"Wooster, OH",Wayne County,Ohio
49340,"Worcester, MA",Worcester County,Massachusetts
49380,"Worthington, MN",Nobles County,Minnesota
49420,"Yakima, WA",Yakima County,Washington
49460,"Yankton, SD",Yankton County,South Dakota
49500,"Yauco, PR",Guánica Municipio,Puerto Rico
49500,"Yauco, PR",Guayanilla Municipio,Puerto Rico
49500,"Yauco, PR",Peñuelas Municipio,Puerto Rico
49500,"Yauco, PR",Yauco Municipio,Puerto Rico
49540,"Yazoo City, MS",Yazoo County,Mississippi
49620,"York-Hanover, PA",York County,Pennsylvania
49660,"Youngstown-Warren-Boardman, OH-PA",Mahoning County,Ohio
49660,"Youngstown-Warren-Boardman, OH-PA",Trumbull County,Ohio
49660,"Youngstown-Warren-Boardman, OH-PA",Mercer County,Pennsylvania
49700,"Yuba City, CA",Sutter County,California
49700,"Yuba City, CA",Yuba County,California
49740,"Yuma, AZ",Yuma County,Arizona
49780,"Zanesville, OH",Muskingum County,Ohio
